Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
Q1009,Q_NPN_BEC,SOT-23,90.25,-153.475,0.0,top
Q1010,Q_NPN_BEC,SOT-23,90.25,-137.65,0.0,top
Q1011,Q_NPN_BEC,SOT-23,90.3125,-121.6,0.0,top
Q1012,Q_NPN_BEC,SOT-23,90.25,-105.65,0.0,top
Q1013,Q_NPN_BEC,SOT-23,81.3125,-90.7,0.0,top
Q1014,Q_NPN_BEC,SOT-23,90.239019,-68.975,0.0,top
Q1015,Q_NPN_BEC,SOT-23,90.3125,-52.8,0.0,top
Q1016,Q_NPN_BEC,SOT-23,81.3125,-34.8,0.0,top
Q1017,Q_NPN_BEC,SOT-23,81.25,-154.475,0.0,top
Q1018,Q_NPN_BEC,SOT-23,81.25,-138.65,0.0,top
Q1019,Q_NPN_BEC,SOT-23,81.3125,-122.6,0.0,top
Q1020,Q_NPN_BEC,SOT-23,81.25,-106.65,0.0,top
Q1021,Q_NPN_BEC,SOT-23,81.25,-86.75,0.0,top
Q1022,Q_NPN_BEC,SOT-23,81.3125,-66.7,0.0,top
Q1023,Q_NPN_BEC,SOT-23,81.3125,-50.7,0.0,top
Q1024,Q_NPN_BEC,SOT-23,90.25,-38.25,0.0,top
Q1025,Q_NPN_BEC,SOT-23,90.3125,-149.6,0.0,top
Q1026,Q_NPN_BEC,SOT-23,90.3125,-133.6,0.0,top
Q1027,Q_NPN_BEC,SOT-23,90.25,-117.65,0.0,top
Q1028,Q_NPN_BEC,SOT-23,90.3125,-101.6,0.0,top
Q1029,Q_NPN_BEC,SOT-23,81.3125,-82.75,0.0,top
Q1030,Q_NPN_BEC,SOT-23,90.25,-64.75,0.0,top
Q1031,Q_NPN_BEC,SOT-23,90.3125,-48.75,0.0,top
Q1032,Q_NPN_BEC,SOT-23,81.25,-30.75,0.0,top
Q1033,Q_NPN_BEC,SOT-23,81.25,-150.65,0.0,top
Q1034,Q_NPN_BEC,SOT-23,81.25,-134.65,0.0,top
Q1035,Q_NPN_BEC,SOT-23,81.3125,-118.7,0.0,top
Q1036,Q_NPN_BEC,SOT-23,81.25,-102.65,0.0,top
Q1037,Q_NPN_BEC,SOT-23,81.3125,-78.8,0.0,top
Q1038,Q_NPN_BEC,SOT-23,81.3125,-62.8,0.0,top
Q1039,Q_NPN_BEC,SOT-23,81.3125,-46.8,0.0,top
Q1040,Q_NPN_BEC,SOT-23,90.25,-34.75,0.0,top
Q1041,Q_NPN_BEC,SOT-23,90.25,-145.65,0.0,top
Q1042,Q_NPN_BEC,SOT-23,90.3125,-129.6,0.0,top
Q1043,Q_NPN_BEC,SOT-23,90.25,-113.65,0.0,top
Q1044,Q_NPN_BEC,SOT-23,90.3125,-97.6,0.0,top
Q1045,Q_NPN_BEC,SOT-23,90.3125,-76.7,0.0,top
Q1046,Q_NPN_BEC,SOT-23,90.25,-60.75,0.0,top
Q1047,Q_NPN_BEC,SOT-23,81.25,-42.75,0.0,top
Q1048,Q_NPN_BEC,SOT-23,81.1875,-26.75,0.0,top
Q1049,Q_NPN_BEC,SOT-23,81.25,-146.65,0.0,top
Q1050,Q_NPN_BEC,SOT-23,81.25,-130.65,0.0,top
Q1051,Q_NPN_BEC,SOT-23,81.3125,-114.6,0.0,top
Q1052,Q_NPN_BEC,SOT-23,81.3125,-98.7,0.0,top
Q1053,Q_NPN_BEC,SOT-23,81.3125,-74.7,0.0,top
Q1054,Q_NPN_BEC,SOT-23,81.3125,-58.7,0.0,top
Q1055,Q_NPN_BEC,SOT-23,90.25,-45.25,0.0,top
Q1056,Q_NPN_BEC,SOT-23,89.35,-31.25,0.0,top
Q1057,Q_NPN_BEC,SOT-23,90.25,-141.65,0.0,top
Q1058,Q_NPN_BEC,SOT-23,90.3125,-125.7,0.0,top
Q1059,Q_NPN_BEC,SOT-23,90.3125,-109.7,0.0,top
Q1060,Q_NPN_BEC,SOT-23,90.3125,-93.7,0.0,top
Q1061,Q_NPN_BEC,SOT-23,90.3125,-72.8,0.0,top
Q1062,Q_NPN_BEC,SOT-23,90.25,-56.75,0.0,top
Q1063,Q_NPN_BEC,SOT-23,81.3125,-38.7,0.0,top
Q1064,Q_NPN_BEC,SOT-23,81.3125,-22.8,0.0,top
R1,47K,R_0603_1608Metric,214.325,-138.0,180.0,top
R2,10K,R_0603_1608Metric,214.325,-139.5,180.0,top
R3,1M,R_1206_3216Metric,206.0,-103.0,-90.0,top
R4,4K7,R_0603_1608Metric,205.0,-106.5,180.0,top
R6,1K,R_0603_1608Metric,117.175,-110.525,90.0,top
R7,1K,R_0603_1608Metric,120.175,-110.525,-90.0,top
R8,1K,R_0603_1608Metric,213.5,-167.825,90.0,top
R9,10K,R_0603_1608Metric,200.0,-151.0,-90.0,top
R11,1K,R_0603_1608Metric,207.1,-153.4,-90.0,top
R12,27,R_0603_1608Metric,104.0,-134.5,180.0,top
R13,27,R_0603_1608Metric,103.0,-137.5,90.0,top
R14,5k1,R_0603_1608Metric,98.5,-133.0,180.0,top
R15,5k1,R_0603_1608Metric,101.5,-133.0,0.0,top
R16,10K,R_0603_1608Metric,96.15,-29.85,-90.0,top
R17,220K,R_1206_3216Metric,97.9,-26.0625,0.0,top
R18,100K,R_1206_3216Metric,99.0,-16.6,-90.0,top
R19,4.7K,R_1206_3216Metric,97.15,-22.6,90.0,top
R20,10K,R_0603_1608Metric,104.4625,-29.8125,-90.0,top
R21,220K,R_1206_3216Metric,106.2125,-26.025,0.0,top
R22,100K,R_1206_3216Metric,107.0,-16.4625,-90.0,top
R23,4.7K,R_1206_3216Metric,105.05,-22.5625,90.0,top
R24,10K,R_0603_1608Metric,112.5,-29.7125,90.0,top
R25,220K,R_1206_3216Metric,114.25,-25.9625,0.0,top
R26,100K,R_1206_3216Metric,115.0,-16.4625,-90.0,top
R27,4.7K,R_1206_3216Metric,113.25,-22.4625,90.0,top
R28,10K,R_0603_1608Metric,112.3,-48.7375,90.0,top
R29,220K,R_1206_3216Metric,114.05,-44.9875,0.0,top
R30,100K,R_1206_3216Metric,115.0,-35.4625,-90.0,top
R31,4.7K,R_1206_3216Metric,113.05,-41.55,90.0,top
R32,10K,R_0603_1608Metric,112.15,-67.7125,-90.0,top
R33,220K,R_1206_3216Metric,113.9,-63.925,0.0,top
R34,100K,R_1206_3216Metric,115.0,-54.4625,-90.0,top
R35,4.7K,R_1206_3216Metric,113.15,-60.4625,90.0,top
R36,10K,R_0603_1608Metric,112.1875,-105.75,-90.0,top
R37,220K,R_1206_3216Metric,113.9375,-101.9625,0.0,top
R38,100K,R_1206_3216Metric,115.0375,-92.5,-90.0,top
R39,4.7K,R_1206_3216Metric,113.1875,-98.5,90.0,top
R40,10K,R_0603_1608Metric,120.1875,-29.75,-90.0,top
R41,220K,R_1206_3216Metric,121.9375,-25.9625,0.0,top
R42,100K,R_1206_3216Metric,123.0375,-16.5,-90.0,top
R43,4.7K,R_1206_3216Metric,121.1875,-22.5,90.0,top
R44,10K,R_0603_1608Metric,112.1875,-86.75,-90.0,top
R45,220K,R_1206_3216Metric,113.9375,-82.9625,0.0,top
R46,100K,R_1206_3216Metric,115.0375,-73.5,-90.0,top
R47,4.7K,R_1206_3216Metric,113.1875,-79.5,90.0,top
R48,10K,R_0603_1608Metric,120.15,-48.75,-90.0,top
R49,220K,R_1206_3216Metric,121.9,-44.9625,0.0,top
R50,100K,R_1206_3216Metric,123.0,-35.5,-90.0,top
R51,4.7K,R_1206_3216Metric,121.15,-41.5,90.0,top
R52,10K,R_0603_1608Metric,120.1875,-86.75,-90.0,top
R53,220K,R_1206_3216Metric,121.9375,-82.9625,0.0,top
R54,100K,R_1206_3216Metric,123.0375,-73.5,-90.0,top
R55,4.7K,R_1206_3216Metric,121.1875,-79.5,90.0,top
R56,10K,R_0603_1608Metric,120.1875,-105.75,-90.0,top
R57,220K,R_1206_3216Metric,121.9375,-101.9625,0.0,top
R58,100K,R_1206_3216Metric,123.0375,-92.5,-90.0,top
R59,4.7K,R_1206_3216Metric,121.1875,-98.5,90.0,top
R60,10K,R_0603_1608Metric,120.1875,-67.75,-90.0,top
R61,220K,R_1206_3216Metric,121.9375,-63.9625,0.0,top
R62,100K,R_1206_3216Metric,123.0375,-54.5,-90.0,top
R63,4.7K,R_1206_3216Metric,121.1875,-60.5,90.0,top
R64,10K,R_0603_1608Metric,128.1875,-29.75,-90.0,top
R65,220K,R_1206_3216Metric,129.9375,-25.9625,0.0,top
R66,100K,R_1206_3216Metric,131.0375,-16.5,-90.0,top
R67,4.7K,R_1206_3216Metric,129.1875,-22.5,90.0,top
R68,10K,R_0603_1608Metric,136.15,-29.75,-90.0,top
R69,220K,R_1206_3216Metric,137.9,-25.9625,0.0,top
R70,100K,R_1206_3216Metric,139.0,-16.5,-90.0,top
R71,4.7K,R_1206_3216Metric,137.15,-22.5,90.0,top
R72,10K,R_0603_1608Metric,128.1875,-105.75,-90.0,top
R73,220K,R_1206_3216Metric,129.9375,-101.9625,0.0,top
R74,100K,R_1206_3216Metric,131.0375,-92.5,-90.0,top
R75,4.7K,R_1206_3216Metric,129.1875,-98.5,90.0,top
R76,10K,R_0603_1608Metric,128.1875,-48.75,-90.0,top
R77,220K,R_1206_3216Metric,129.9375,-44.9625,0.0,top
R78,100K,R_1206_3216Metric,131.0375,-35.5,-90.0,top
R79,4.7K,R_1206_3216Metric,129.1875,-41.5,90.0,top
R80,10K,R_0603_1608Metric,128.1875,-86.75,-90.0,top
R81,220K,R_1206_3216Metric,129.9375,-82.9625,0.0,top
R82,100K,R_1206_3216Metric,131.0375,-73.5,-90.0,top
R83,4.7K,R_1206_3216Metric,129.1875,-79.5,90.0,top
R84,10K,R_0603_1608Metric,144.1875,-29.75,-90.0,top
R85,220K,R_1206_3216Metric,145.9375,-25.9625,0.0,top
R86,100K,R_1206_3216Metric,147.0375,-16.5,-90.0,top
R87,4.7K,R_1206_3216Metric,145.1875,-22.5,90.0,top
R88,10K,R_0603_1608Metric,136.15,-86.85,-90.0,top
R89,220K,R_1206_3216Metric,137.9,-83.0625,0.0,top
R90,100K,R_1206_3216Metric,139.0,-73.6,-90.0,top
R91,4.7K,R_1206_3216Metric,137.15,-79.6,90.0,top
R92,10K,R_0603_1608Metric,128.1875,-67.75,-90.0,top
R93,220K,R_1206_3216Metric,129.9375,-63.9625,0.0,top
R94,100K,R_1206_3216Metric,131.0375,-54.5,-90.0,top
R95,4.7K,R_1206_3216Metric,129.1875,-60.5,90.0,top
R96,10K,R_0603_1608Metric,136.15,-67.85,-90.0,top
R97,220K,R_1206_3216Metric,137.9,-64.0625,0.0,top
R98,100K,R_1206_3216Metric,139.0,-54.6,-90.0,top
R99,4.7K,R_1206_3216Metric,137.15,-60.6,90.0,top
R100,10K,R_0603_1608Metric,144.1875,-67.75,-90.0,top
R101,220K,R_1206_3216Metric,145.9375,-63.9625,0.0,top
R102,100K,R_1206_3216Metric,147.0375,-54.5,-90.0,top
R103,4.7K,R_1206_3216Metric,145.1875,-60.5,90.0,top
R104,10K,R_0603_1608Metric,144.15,-48.7125,-90.0,top
R105,220K,R_1206_3216Metric,145.9,-44.925,0.0,top
R106,100K,R_1206_3216Metric,147.0,-35.4625,-90.0,top
R107,4.7K,R_1206_3216Metric,145.15,-41.4625,90.0,top
R108,10K,R_0603_1608Metric,136.1875,-48.75,-90.0,top
R109,220K,R_1206_3216Metric,137.9375,-44.9625,0.0,top
R110,100K,R_1206_3216Metric,139.0375,-35.5,-90.0,top
R111,4.7K,R_1206_3216Metric,137.1875,-41.5,90.0,top
R112,10K,R_0603_1608Metric,152.1875,-67.75,-90.0,top
R113,220K,R_1206_3216Metric,153.9375,-63.9625,0.0,top
R114,100K,R_1206_3216Metric,155.0375,-54.5,-90.0,top
R115,4.7K,R_1206_3216Metric,153.1875,-60.5,90.0,top
R116,10K,R_0603_1608Metric,152.1875,-29.75,-90.0,top
R117,220K,R_1206_3216Metric,153.9375,-25.9625,0.0,top
R118,100K,R_1206_3216Metric,155.0375,-16.5,-90.0,top
R119,4.7K,R_1206_3216Metric,153.1875,-22.5,90.0,top
R120,10K,R_0603_1608Metric,160.1875,-67.75,-90.0,top
R121,220K,R_1206_3216Metric,161.9375,-63.9625,0.0,top
R122,100K,R_1206_3216Metric,163.0375,-54.5,-90.0,top
R123,4.7K,R_1206_3216Metric,161.1875,-60.5,90.0,top
R124,10K,R_0603_1608Metric,152.1875,-48.75,-90.0,top
R125,220K,R_1206_3216Metric,153.9375,-44.9625,0.0,top
R126,100K,R_1206_3216Metric,155.0375,-35.5,-90.0,top
R127,4.7K,R_1206_3216Metric,153.1875,-41.5,90.0,top
R128,10K,R_0603_1608Metric,160.1875,-48.75,-90.0,top
R129,220K,R_1206_3216Metric,161.9375,-44.9625,0.0,top
R130,100K,R_1206_3216Metric,163.0375,-35.5,-90.0,top
R131,4.7K,R_1206_3216Metric,161.1875,-41.5,90.0,top
R132,10K,R_0603_1608Metric,168.15,-86.85,-90.0,top
R133,220K,R_1206_3216Metric,169.9,-83.0625,0.0,top
R134,100K,R_1206_3216Metric,171.0,-73.6,-90.0,top
R135,4.7K,R_1206_3216Metric,169.15,-79.6,90.0,top
R136,10K,R_0603_1608Metric,168.1875,-67.75,-90.0,top
R137,220K,R_1206_3216Metric,169.9375,-63.9625,0.0,top
R138,100K,R_1206_3216Metric,171.0375,-54.5,-90.0,top
R139,4.7K,R_1206_3216Metric,169.1875,-60.5,90.0,top
R140,10K,R_0603_1608Metric,160.1875,-29.75,-90.0,top
R141,220K,R_1206_3216Metric,161.9375,-25.9625,0.0,top
R142,100K,R_1206_3216Metric,163.0375,-16.5,-90.0,top
R143,4.7K,R_1206_3216Metric,161.1875,-22.5,90.0,top
R144,10K,R_0603_1608Metric,168.1875,-48.75,-90.0,top
R145,220K,R_1206_3216Metric,169.9375,-44.9625,0.0,top
R146,100K,R_1206_3216Metric,171.0375,-35.5,-90.0,top
R147,4.7K,R_1206_3216Metric,169.1875,-41.5,90.0,top
R148,10K,R_0603_1608Metric,176.15,-86.75,-90.0,top
R149,220K,R_1206_3216Metric,177.9,-82.9625,0.0,top
R150,100K,R_1206_3216Metric,179.0,-73.5,-90.0,top
R151,4.7K,R_1206_3216Metric,177.15,-79.5,90.0,top
R152,10K,R_0603_1608Metric,176.15,-67.75,-90.0,top
R153,220K,R_1206_3216Metric,177.9,-63.9625,0.0,top
R154,100K,R_1206_3216Metric,179.0,-54.5,-90.0,top
R155,4.7K,R_1206_3216Metric,177.15,-60.5,90.0,top
R156,10K,R_0603_1608Metric,168.1875,-29.75,-90.0,top
R157,220K,R_1206_3216Metric,169.9375,-25.9625,0.0,top
R158,100K,R_1206_3216Metric,171.0375,-16.5,-90.0,top
R159,4.7K,R_1206_3216Metric,169.1875,-22.5,90.0,top
R160,10K,R_0603_1608Metric,176.1875,-48.75,-90.0,top
R161,220K,R_1206_3216Metric,177.9375,-44.9625,0.0,top
R162,100K,R_1206_3216Metric,179.0375,-35.5,-90.0,top
R163,4.7K,R_1206_3216Metric,177.1875,-41.5,90.0,top
R164,10K,R_0603_1608Metric,184.15,-86.75,-90.0,top
R165,220K,R_1206_3216Metric,185.9,-82.9625,0.0,top
R166,100K,R_1206_3216Metric,187.0,-73.5,-90.0,top
R167,4.7K,R_1206_3216Metric,185.15,-79.5,90.0,top
R168,10K,R_0603_1608Metric,184.15,-67.75,-90.0,top
R169,220K,R_1206_3216Metric,185.9,-63.9625,0.0,top
R170,100K,R_1206_3216Metric,187.0,-54.5,-90.0,top
R171,4.7K,R_1206_3216Metric,185.15,-60.5,90.0,top
R172,10K,R_0603_1608Metric,176.1875,-29.75,-90.0,top
R173,220K,R_1206_3216Metric,177.9375,-25.9625,0.0,top
R174,100K,R_1206_3216Metric,179.0375,-16.5,-90.0,top
R175,4.7K,R_1206_3216Metric,177.1875,-22.5,90.0,top
R176,10K,R_0603_1608Metric,184.1875,-48.75,-90.0,top
R177,220K,R_1206_3216Metric,185.9375,-44.9625,0.0,top
R178,100K,R_1206_3216Metric,187.0375,-35.5,-90.0,top
R179,4.7K,R_1206_3216Metric,185.1875,-41.5,90.0,top
R180,10K,R_0603_1608Metric,192.1875,-86.75,-90.0,top
R181,220K,R_1206_3216Metric,193.9375,-82.9625,0.0,top
R182,100K,R_1206_3216Metric,195.0375,-73.5,-90.0,top
R183,4.7K,R_1206_3216Metric,193.1875,-79.5,90.0,top
R184,10K,R_0603_1608Metric,192.1875,-67.75,-90.0,top
R185,220K,R_1206_3216Metric,193.9375,-63.9625,0.0,top
R186,100K,R_1206_3216Metric,195.0375,-54.5,-90.0,top
R187,4.7K,R_1206_3216Metric,193.1875,-60.5,90.0,top
R188,10K,R_0603_1608Metric,184.1875,-29.75,-90.0,top
R189,220K,R_1206_3216Metric,185.9375,-25.9625,0.0,top
R190,100K,R_1206_3216Metric,187.0375,-16.5,-90.0,top
R191,4.7K,R_1206_3216Metric,185.1875,-22.5,90.0,top
R192,10K,R_0603_1608Metric,192.1875,-48.75,-90.0,top
R193,220K,R_1206_3216Metric,193.9375,-44.9625,0.0,top
R194,100K,R_1206_3216Metric,195.0375,-35.5,-90.0,top
R195,4.7K,R_1206_3216Metric,193.1875,-41.5,90.0,top
R196,10K,R_0603_1608Metric,200.15,-86.85,-90.0,top
R197,220K,R_1206_3216Metric,201.9,-83.0625,0.0,top
R198,100K,R_1206_3216Metric,203.0,-73.6,-90.0,top
R199,4.7K,R_1206_3216Metric,201.15,-79.6,90.0,top
R200,10K,R_0603_1608Metric,200.15,-67.85,-90.0,top
R201,220K,R_1206_3216Metric,201.9,-64.0625,0.0,top
R202,100K,R_1206_3216Metric,203.0,-54.6,-90.0,top
R203,4.7K,R_1206_3216Metric,201.15,-60.6,90.0,top
R204,10K,R_0603_1608Metric,192.1875,-29.75,-90.0,top
R205,220K,R_1206_3216Metric,193.9375,-25.9625,0.0,top
R206,100K,R_1206_3216Metric,195.0375,-16.5,-90.0,top
R207,4.7K,R_1206_3216Metric,193.1875,-22.5,90.0,top
R208,10K,R_0603_1608Metric,200.15,-48.85,-90.0,top
R209,220K,R_1206_3216Metric,201.9,-45.0625,0.0,top
R210,100K,R_1206_3216Metric,203.0,-35.6,-90.0,top
R211,4.7K,R_1206_3216Metric,201.15,-41.6,90.0,top
R212,10K,R_0603_1608Metric,208.15,-105.85,-90.0,top
R213,220K,R_1206_3216Metric,209.9,-102.0625,0.0,top
R214,100K,R_1206_3216Metric,211.0,-92.6,-90.0,top
R215,4.7K,R_1206_3216Metric,209.15,-98.6,90.0,top
R216,10K,R_0603_1608Metric,208.15,-86.85,-90.0,top
R217,220K,R_1206_3216Metric,209.9,-83.0625,0.0,top
R218,100K,R_1206_3216Metric,211.0,-73.6,-90.0,top
R219,4.7K,R_1206_3216Metric,209.15,-79.6,90.0,top
R220,10K,R_0603_1608Metric,200.15,-29.85,-90.0,top
R221,220K,R_1206_3216Metric,201.9,-26.0625,0.0,top
R222,100K,R_1206_3216Metric,203.0,-16.6,-90.0,top
R223,4.7K,R_1206_3216Metric,201.15,-22.6,90.0,top
R224,10K,R_0603_1608Metric,208.1875,-67.75,-90.0,top
R225,220K,R_1206_3216Metric,209.9375,-63.9625,0.0,top
R226,100K,R_1206_3216Metric,211.0375,-54.5,-90.0,top
R227,4.7K,R_1206_3216Metric,209.1875,-60.5,90.0,top
R228,10K,R_0603_1608Metric,208.15,-29.85,-90.0,top
R229,220K,R_1206_3216Metric,209.9,-26.0625,0.0,top
R230,100K,R_1206_3216Metric,211.0,-16.6,-90.0,top
R231,4.7K,R_1206_3216Metric,209.15,-22.6,90.0,top
R232,10K,R_0603_1608Metric,216.15,-105.85,-90.0,top
R233,220K,R_1206_3216Metric,217.9,-102.0625,0.0,top
R234,100K,R_1206_3216Metric,219.0,-92.6,-90.0,top
R235,4.7K,R_1206_3216Metric,217.15,-98.6,90.0,top
R236,10K,R_0603_1608Metric,208.1875,-48.75,-90.0,top
R237,220K,R_1206_3216Metric,209.9375,-44.9625,0.0,top
R238,100K,R_1206_3216Metric,211.0375,-35.5,-90.0,top
R239,4.7K,R_1206_3216Metric,209.1875,-41.5,90.0,top
R240,10K,R_0603_1608Metric,216.1875,-86.75,-90.0,top
R241,220K,R_1206_3216Metric,217.9375,-82.9625,0.0,top
R242,100K,R_1206_3216Metric,219.0375,-73.5,-90.0,top
R243,4.7K,R_1206_3216Metric,217.1875,-79.5,90.0,top
R244,10K,R_0603_1608Metric,216.15,-48.7125,-90.0,top
R245,220K,R_1206_3216Metric,217.9,-44.925,0.0,top
R246,100K,R_1206_3216Metric,219.0,-35.4625,-90.0,top
R247,4.7K,R_1206_3216Metric,217.15,-41.4625,90.0,top
R248,10K,R_0603_1608Metric,216.15,-29.7125,-90.0,top
R249,220K,R_1206_3216Metric,217.9,-25.925,0.0,top
R250,100K,R_1206_3216Metric,219.0,-16.4625,-90.0,top
R251,4.7K,R_1206_3216Metric,217.15,-22.4625,90.0,top
R252,10K,R_0603_1608Metric,216.1875,-67.75,-90.0,top
R253,220K,R_1206_3216Metric,217.9375,-63.9625,0.0,top
R254,100K,R_1206_3216Metric,219.0375,-54.5,-90.0,top
R255,4.7K,R_1206_3216Metric,217.1875,-60.5,90.0,top
R256,10K,R_0603_1608Metric,224.15,-105.85,-90.0,top
R257,220K,R_1206_3216Metric,225.9,-102.0625,0.0,top
R258,100K,R_1206_3216Metric,227.0,-92.6,-90.0,top
R259,4.7K,R_1206_3216Metric,225.15,-98.6,90.0,top
R260,10K,R_0603_1608Metric,224.15,-67.85,-90.0,top
R261,220K,R_1206_3216Metric,225.9,-64.0625,0.0,top
R262,100K,R_1206_3216Metric,227.0,-54.6,-90.0,top
R263,4.7K,R_1206_3216Metric,225.15,-60.6,90.0,top
R264,10K,R_0603_1608Metric,224.15,-48.7125,-90.0,top
R265,220K,R_1206_3216Metric,225.9,-44.925,0.0,top
R266,100K,R_1206_3216Metric,227.0,-35.4625,-90.0,top
R267,4.7K,R_1206_3216Metric,225.15,-41.4625,90.0,top
R268,10K,R_0603_1608Metric,224.1875,-86.75,-90.0,top
R269,220K,R_1206_3216Metric,225.9375,-82.9625,0.0,top
R270,100K,R_1206_3216Metric,227.0375,-73.5,-90.0,top
R271,4.7K,R_1206_3216Metric,225.1875,-79.5,90.0,top
R272,68K,R_0603_1608Metric,121.675,-110.525,-90.0,top
R273,100K,R_0603_1608Metric,114.675,-112.525,0.0,top
R274,100K,R_0603_1608Metric,114.675,-114.025,0.0,top
R275,68K,R_0603_1608Metric,114.675,-115.525,0.0,top
R276,68K,R_0603_1608Metric,114.675,-117.024999,0.0,top
R277,100K,R_0603_1608Metric,115.0,-120.0,90.0,top
R278,220,R_0603_1608Metric,124.5,-118.0,0.0,top
R279,10K,R_0603_1608Metric,221.0,-146.0,0.0,top
R280,3k,R_0603_1608Metric,221.0,-144.5,180.0,top
R281,4K7,R_0603_1608Metric,201.0,-122.0,90.0,top
R283,10K,R_0603_1608Metric,224.0,-134.0,0.0,top
R284,0.05,R_0805_2012Metric,145.5,-121.0,180.0,top
R285,1.5M,R_1206_3216Metric,139.0,-125.5,0.0,top
R286,13.3K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,142.5,-124.5,90.0,top
R287,10K,R_0603_1608Metric,224.0025,-135.5,180.0,top
R288,1K,R_0603_1608Metric,229.0,-123.5,0.0,top
R289,10K,R_0603_1608Metric,224.0,-124.5,0.0,top
R290,47K,R_0603_1608Metric,229.0,-125.0,180.0,top
R291,4K7,R_0603_1608Metric,229.0,-122.0,180.0,top
R292,10K,R_0603_1608Metric,229.0,-120.5,180.0,top
R293,4K7,R_0603_1608Metric,213.0,-154.5,180.0,top
R294,4K7,R_0603_1608Metric,213.0,-153.0,180.0,top
R295,1K,R_0603_1608Metric,166.7125,-91.0,0.0,top
R296,1K,R_0603_1608Metric,108.0,-116.5,0.0,top
R297,1K,R_0603_1608Metric,108.0,-115.0,0.0,top
R298,1K,R_0603_1608Metric,166.7125,-92.5,0.0,top
R299,1K,R_0603_1608Metric,210.5,-147.0,180.0,top
R300,10K,R_0603_1608Metric,199.0,-160.9,0.0,top
R301,10K,R_0603_1608Metric,231.275,-135.5,180.0,top
R303,1K,R_0603_1608Metric,210.5,-145.5,180.0,top
R304,1K,R_0603_1608Metric,210.5,-144.0,180.0,top
R305,1K,R_0603_1608Metric,210.5,-142.5,180.0,top
R1001,100K,R_0603_1608Metric,88.85,-89.35,-90.0,top
R1003,10K,R_0603_1608Metric,93.25,-157.475,90.0,top
R1004,10K,R_0603_1608Metric,84.25,-142.75,90.0,top
R1005,10K,R_0603_1608Metric,84.25,-126.575,90.0,top
R1006,10K,R_0603_1608Metric,84.25,-110.75,90.0,top
R1007,10K,R_0603_1608Metric,84.25,-94.75,90.0,top
R1008,10K,R_0603_1608Metric,84.25,-70.6625,90.0,top
R1009,10K,R_0603_1608Metric,84.25,-54.575,90.0,top
R1010,10K,R_0603_1608Metric,93.1875,-42.75,90.0,top
R1011,220K,R_0805_2012Metric,87.25,-157.475,-90.0,top
R1012,220K,R_0805_2012Metric,78.25,-142.65,-90.0,top
R1013,220K,R_0805_2012Metric,78.25,-126.5625,-90.0,top
R1014,220K,R_0805_2012Metric,78.25,-110.8875,-90.0,top
R1015,220K,R_0805_2012Metric,78.375,-94.6125,-90.0,top
R1016,220K,R_0805_2012Metric,78.25,-70.75,-90.0,top
R1017,220K,R_0805_2012Metric,78.25,-54.6625,-90.0,top
R1018,220K,R_0805_2012Metric,87.25,-41.75,-90.0,top
R1019,10K,R_0603_1608Metric,93.25,-153.475,90.0,top
R1020,10K,R_0603_1608Metric,93.25,-137.75,90.0,top
R1021,10K,R_0603_1608Metric,93.25,-121.75,90.0,top
R1022,10K,R_0603_1608Metric,93.25,-105.575,90.0,top
R1023,10K,R_0603_1608Metric,84.25,-90.575,90.0,top
R1024,10K,R_0603_1608Metric,93.176519,-68.85,90.0,top
R1025,10K,R_0603_1608Metric,93.25,-52.675,90.0,top
R1026,10K,R_0603_1608Metric,84.25,-34.675,90.0,top
R1027,220K,R_0805_2012Metric,87.25,-153.5625,-90.0,top
R1028,220K,R_0805_2012Metric,87.25,-137.65,-90.0,top
R1029,220K,R_0805_2012Metric,87.25,-121.65,-90.0,top
R1030,220K,R_0805_2012Metric,87.25,-105.65,-90.0,top
R1031,220K,R_0805_2012Metric,78.25,-90.5625,-90.0,top
R1032,220K,R_0805_2012Metric,87.176519,-68.8375,-90.0,top
R1033,220K,R_0805_2012Metric,87.25,-52.6625,-90.0,top
R1034,220K,R_0805_2012Metric,78.25,-34.75,-90.0,top
R1035,10K,R_0603_1608Metric,84.25,-154.75,90.0,top
R1036,10K,R_0603_1608Metric,84.25,-138.75,90.0,top
R1037,10K,R_0603_1608Metric,84.25,-122.75,90.0,top
R1038,10K,R_0603_1608Metric,84.25,-106.925,90.0,top
R1039,10K,R_0603_1608Metric,84.25,-86.575,90.0,top
R1040,10K,R_0603_1608Metric,84.25,-66.4,90.0,top
R1041,10K,R_0603_1608Metric,84.25,-50.575,90.0,top
R1042,10K,R_0603_1608Metric,93.1875,-39.75,90.0,top
R1043,220K,R_0805_2012Metric,78.15,-154.85,-90.0,top
R1044,220K,R_0805_2012Metric,78.25,-138.65,-90.0,top
R1045,220K,R_0805_2012Metric,78.25,-122.5625,-90.0,top
R1046,220K,R_0805_2012Metric,78.25,-106.65,-90.0,top
R1047,220K,R_0805_2012Metric,78.25,-86.6625,-90.0,top
R1048,220K,R_0805_2012Metric,78.25,-66.75,-90.0,top
R1049,220K,R_0805_2012Metric,78.25,-50.8375,-90.0,top
R1050,220K,R_0805_2012Metric,87.1875,-38.25,-90.0,top
R1051,10K,R_0603_1608Metric,93.25,-149.575,90.0,top
